AFP,Input,Output,Enquiry,File,Interface,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,N_effort,Effort
1227,184,342,280,217,204,8.5697,8.141214999999999,9.130389887259946,8.830321710479495,11291.292628289875,10515
1263,292,542,161,145,123,7.574,7.1953,8.07671508791831,7.708487707838516,9733.681344295868,9566
940,840,0,100,0,0,6.9011,6.556044999999999,7.437732155028289,6.289612786770246,6596.669682188784,6487
503,0,377,63,0,63,9.9085,9.413075,8.938985196702914,8.9807465138737,5119.997731439247,4984
904,849,0,0,55,0,5.4889,5.214455,5.850746854228713,4.8230357156132815,5450.282683603128,4962
1099,551,0,303,193,52,8.4104,7.9898799999999985,8.554723252747344,7.273318880503842,9952.832737802966,9243
581,185,35,221,140,0,10.3976,9.87772,9.81740856187943,8.933580320218214,6104.717853012583,6041
794,781,0,0,0,13,5.8854,5.59113,5.430819146824747,5.240822861637477,4579.520983971655,4673
1328,226,559,91,310,142,6.4925,6.167875,7.08799884284393,6.006777166465625,8755.484512453046,8622
452,0,0,49,403,0,5.7146,5.42887,5.526331434961739,4.950283433325503,2505.611071167571,2583
1114,698,0,126,241,49,6.3034,5.98823,5.949857524261655,5.488462018891328,7019.930531669193,7022
1236,537,146,222,331,0,6.9482,6.60079,6.652272042867805,6.284979198069577,9301.073938844627,8588
362,0,178,0,181,3,7.0608,6.70776,6.880400582404616,6.6481609157784645,2785.294384163776,2556
778,417,0,78,0,283,8.1272,7.72084,7.966168469378827,7.942497105429199,6087.559267919157,6323
1033,151,292,143,361,86,6.938,6.591099999999999,6.477511873130722,6.560974180918282,7474.87460774463,7167
361,0,344,17,0,0,9.8698,9.37631,10.792211829544732,9.539315470306006,3747.986124202331,3563
944,0,545,104,225,70,7.5233,7.147135,8.218829583144624,7.060168497206047,7622.726066177446,7102
1225,724,115,0,386,0,4.6041,4.373895,5.050213185396668,4.156441579362291,5573.1760779318265,5640
63,0,0,18,45,0,24.0635,22.860325,22.49397775748772,25.072359435539045,1466.0172908264858,1516
529,89,216,161,0,63,11.3289,10.762455,10.264741340608538,10.930398462081389,6344.702144199618,5993
636,0,0,114,510,12,6.1462,5.83889,5.957714314502613,5.353914887961824,4197.438491198426,3909
294,0,51,49,194,0,8.7585,8.320575,8.347609742032416,9.00084579969349,2654.807933134128,2575
669,546,123,0,0,0,6.441,6.11895,6.955910992882183,6.179921540311967,4098.661881510132,4309
460,371,10,79,0,0,9.0065,8.556175,9.311402799745872,7.735222711513128,4480.536384007907,4143
1405,964,115,32,230,64,5.2989,5.033955,5.380612090242122,5.263607012209125,7880.728002397707,7445
538,0,259,0,233,46,6.4145,6.093775,6.386748245987129,6.147637438860367,3379.087955238163,3451
47,0,0,47,0,0,40.9362,38.88939,39.09367210584204,39.61235726449896,1978.429395790498,1924
375,0,119,103,0,153,12.528,11.9016,11.288969264549852,12.463935361585015,4841.237327698607,4698
223,97,0,126,0,0,16.3812,15.56214,15.708438493878194,14.814002972113409,3674.297778626671,3653
1124,528,356,75,165,0,6.3772,6.05834,6.362499610579101,6.130539182775978,7547.25366858443,7168
210,0,106,80,24,0,15.0619,14.308805,15.2103512691411,15.55064533443254,3459.466783653323,3163
1706,979,536,191,0,0,6.9877,6.638315,7.658690776340624,6.265920534134428,12048.204137643925,11921
273,81,52,93,0,47,13.5641,12.885895,12.78912138166692,12.424499885942842,3948.7906925574407,3703
1164,0,539,190,375,60,7.4253,7.054035,8.034384778436586,6.608122619134105,8921.128428076408,8643
2335,1481,472,105,277,0,5.4561,5.183295,5.69164496069742,5.43397702911064,13629.147922572158,12740
830,538,229,63,0,0,7.1928,6.83316,7.891605672270014,6.283411919594857,6475.384205365131,5970
480,0,71,141,257,11,9.1542,8.696489999999999,8.254868818155924,8.016571194203904,4554.017088321356,4394
1126,722,138,81,185,0,6.0373,5.735435,6.120695412210109,5.199633751710972,7398.750444847676,6798
581,0,437,6,122,16,7.3373,6.970434999999999,7.261792747228168,6.589916103510461,4659.953358999695,4263
197,0,47,0,150,0,8.4975,8.072625,8.34679230235194,8.233529715890278,1729.1560914005554,1674
775,237,248,219,71,0,9.6129,9.132255,9.40158893523835,8.533069110282634,8065.287701421558,7450
838,0,245,106,406,81,6.7255,6.389225,7.090898797089868,5.7772691133832135,5949.183880989258,5636
799,310,133,3,316,37,5.1865,4.927174999999999,5.544900579410091,4.9882681466268775,4423.482803267816,4144
145,81,0,63,0,1,17.5931,16.713445,18.587281927319257,15.92696602327316,2530.7056641077784,2551
261,19,132,110,0,0,14.8084,14.06798,13.330392468705366,15.243238854275903,3709.146577880621,3865
504,0,0,241,51,212,13.381,12.71195,14.363141106329714,13.693969928288409,7102.894950871916,6744
287,0,287,0,0,0,10.2056,9.69532,10.603473995994962,10.011924334226585,2937.263821513411,2929
477,0,4,40,433,0,5.2537,4.991015,5.1839793084827965,5.001105552194095,2488.1958146461075,2506
343,194,68,81,0,0,10.9592,10.41124,11.800922647983944,10.330269105119186,3915.788038045131,3759
1479,706,239,147,387,0,5.9202,5.6241900000000005,6.291722326274427,5.691620781985364,9548.428566975048,8756
758,173,175,5,323,82,5.5066,5.231269999999999,5.182186209257472,5.715385997992708,4456.462367728072,4174
214,89,10,0,10,105,11.1262,10.56989,11.762800238617974,10.84054406417896,2489.228160342481,2381
297,0,0,22,195,80,8.0673,7.663934999999999,8.275805908998748,7.212217560312302,2278.145002825154,2396
378,0,206,121,0,51,12.6799,12.045905,13.472367035995669,11.883749395711115,4618.33972012659,4793
503,0,186,213,104,0,11.8827,11.288565,11.47839727977693,11.455238629715767,6507.922429401638,5977
314,1,87,143,30,53,14.2771,13.563245,14.680579542252593,13.4047392002771,4893.392349040394,4483
871,615,0,256,0,0,9.2675,8.804124999999999,8.693918500201722,9.469057689686974,7768.489054980498,8072
1050,525,220,234,0,71,8.7562,8.318389999999999,8.669451704257506,8.936416236681625,9674.48484155496,9194
334,0,69,142,0,123,14.4102,13.68969,13.181804118939263,14.287001860963912,5004.900906803386,4813
232,76,50,106,0,0,15.2629,14.499755,16.338450114574837,13.87077205953943,3746.416893308015,3541
726,0,226,337,0,163,12.8003,12.160285,12.735921865866674,12.114101463581116,9472.038597235063,9293
1054,634,176,175,69,0,7.6072,7.226839999999999,7.072148833066306,7.059328184506917,8227.386053757831,8018
714,285,158,168,103,0,8.8389,8.396955,8.167013710479143,8.02356635706725,6182.4845936038655,6311
260,0,156,49,9,46,12.5885,11.959075,12.705681836432223,12.86732443676677,3471.74553557442,3273
218,0,89,20,0,109,12.9495,12.302025,11.812583798641262,12.506109421351573,2944.0663562250857,2823
161,0,0,106,19,36,19.8075,18.817125,19.179267270726054,19.48889397848939,3426.527585884561,3189
33,0,24,0,0,9,41.303,39.23785,38.55518594126367,36.198015365947775,1423.6483985143022,1363
376,0,0,184,192,0,11.9202,11.32419,12.946071658684934,12.331779970827911,4405.050940875413,4482
330,0,0,189,0,141,16.0333,15.231635,16.225877065041225,14.552786688922756,5771.000860616557,5291
1282,910,251,121,0,0,6.7832,6.444039999999999,7.091631403846646,6.649189670794749,8850.674038040775,8696
1080,406,87,226,274,87,7.6444,7.26218,7.531097357858728,7.7358943909073,8778.378114739276,8256
1020,362,320,108,130,100,7.2873,6.922935,7.138251609871444,6.512965608208018,7526.102836782744,7433
476,0,0,83,393,0,6.5714,6.24283,6.660279251816247,6.350979666132816,3012.060421454972,3128
387,0,387,0,0,0,9.1705,8.711975,9.857497602402384,8.52573558549287,3476.282983327304,3549
497,0,360,137,0,0,11.3501,10.782595,11.471771872042035,10.6515019296517,6078.7261691028025,5641
121,0,0,29,18,74,18.124,17.217799999999997,18.35163229786498,16.923643727987198,2400.156912087959,2193
234,0,0,186,48,0,18.3419,17.424805,18.012798738080598,16.108123224726302,4490.263025811863,4292
731,482,0,191,0,58,9.3529,8.885254999999999,8.8964401541273,9.04817295517148,6940.917691264306,6837
1353,625,322,27,243,136,5.6918,5.407209999999999,5.4504580438370684,5.2733828810922345,7424.116123456909,7701
434,400,0,0,0,34,7.265,6.901749999999999,7.702092558464746,7.053400755149969,3053.2052010442894,3153
1097,603,102,0,237,155,5.4002,5.13019,5.656933651315911,4.838781443491493,5964.432948356086,5924
709,0,480,0,229,0,6.3202,6.00419,5.852851409606051,5.93986308327502,4372.056515350374,4481
389,0,63,0,300,26,5.6427,5.360564999999999,6.040683592319947,5.358032699254952,2286.8356817428366,2195
424,0,253,0,88,83,8.1557,7.747914999999999,8.844199577342405,7.931373465804538,3588.25533569157,3458
1018,0,368,164,462,24,6.9037,6.558515,6.91720755291808,6.470757727175404,6741.330822724087,7028
84,0,0,33,0,51,24.5714,23.34283,23.214532146468866,23.27658584217405,2133.460759907345,2064
141,99,0,42,0,0,16.1489,15.341455,15.973706214916051,14.212796669690198,2219.8614792961525,2277
872,181,393,27,268,3,6.0367,5.734864999999999,6.124304321906619,6.246462849752719,5441.514225956444,5264
1071,885,0,53,133,0,5.7096,5.424119999999999,5.604676032011061,5.950086360513841,6020.347155776439,6115
1406,824,221,0,361,0,4.7639,4.525704999999999,4.290068456067634,4.659223882665283,6976.386528868785,6698
748,596,0,124,0,28,8.0414,7.639329999999999,8.648445121605887,7.293700370764374,6230.800954655326,6015
286,0,70,216,0,0,17.993,17.093349999999997,19.06066157693702,17.461658884436726,5540.600652043837,5146
462,109,38,277,38,0,14.0498,13.347309999999998,13.43605816679343,13.649979889953904,6582.223359143076,6491
633,0,230,222,181,0,10.297,9.78215,10.0131223044739,9.489240033265007,6220.630324633383,6518
293,0,0,91,202,0,10.116,9.6102,9.20432959389574,9.927644577846523,2864.027917321901,2964
923,455,267,83,63,55,7.2254,6.864129999999999,7.36584422834045,7.188803166793954,6928.28889032973,6669
918,289,116,144,228,141,7.5065,7.131175,7.325496450812622,7.267326278060541,6591.274476803787,6891
504,0,504,0,0,0,8.4802,8.056189999999999,8.821735733376096,7.951077693505541,4270.879075726045,4274
1072,587,0,140,345,0,6.1297,5.823214999999999,5.537591398819337,5.821540588373585,6878.847187562141,6571
261,252,0,0,0,9,8.8927,8.448065,8.111311562208373,8.10212096774417,2362.954757667546,2321
634,505,89,31,9,0,7.0095,6.659025,7.299121105273847,7.283755805719896,4863.022169689871,4444
445,224,127,0,0,94,8.0966,7.69177,8.363875133321034,8.27529548170455,3928.741937181407,3603
206,0,17,137,0,52,18.8932,17.948539999999998,18.550051133658737,16.513569676700758,3870.176829664963,3892
907,521,149,47,186,4,6.0132,5.71254,5.578672405569713,5.305800746749518,5465.036714669601,5454
289,0,96,65,85,43,11.2837,10.719515,10.81899961188978,11.594581061226796,3558.879287576452,3261
1000,0,500,44,305,151,6.546,6.2187,5.975985266481708,5.985900942611647,7163.497929454255,6546
247,56,0,96,0,95,14.8543,14.111585,14.232194663606329,12.706383830868967,3887.765038476388,3669
504,0,164,110,230,0,8.6052,8.17494,8.158643923129608,7.492097494707259,4146.211121463626,4337
86,0,0,0,0,86,20.6279,19.596505,19.69663057060852,19.93259864798857,1934.720428458964,1774
643,523,120,0,0,0,6.5148,6.18906,7.116455560090862,6.390084812718797,4591.409565365631,4189
389,351,0,0,0,38,7.6247,7.243465,6.986345881427849,6.881905479521354,3118.538932393292,2966
719,0,439,44,236,0,6.9026,6.55747,7.351606483281181,7.067099483312345,4730.754985121575,4963
169,0,0,147,22,0,21.3491,20.281645,21.11392468974064,21.837101211755435,3858.7647244778905,3608
924,332,430,162,0,0,8.5985,8.168574999999999,8.446101400535362,8.350583334589109,8553.317829349751,7945
23,0,0,23,0,0,66.4783,63.154385,61.37394901341688,65.59481553281508,1574.8602142257923,1529
1478,771,337,62,266,42,5.6597,5.376715,6.171452880363337,5.784321466022005,9120.744876212046,8365
430,0,73,234,123,0,13.1442,12.48699,13.607226428529108,12.202725873486012,6192.076969464364,5652
311,0,0,108,182,21,10.8232,10.28204,11.590568408159609,9.635919121930248,3579.626769145187,3366
614,0,0,187,427,0,7.9756,7.57682,8.494630247374365,7.129492236700974,5122.933397186143,4897
665,404,0,67,0,194,8.1774,7.76853,7.782337152120585,8.432841328631246,5745.66284509361,5438
442,0,0,0,394,48,4.7738,4.53511,4.829740463642562,4.9731871708004,2300.1855451270685,2110
546,0,359,0,42,145,8.2308,7.81926,7.859779906458851,7.860052342338885,4881.189550831773,4494
632,388,0,0,244,0,5.1139,4.858205,4.968047189801919,4.9040466475184505,3347.5389614350443,3232
830,0,488,59,283,0,6.7313,6.394735,7.089737598386157,6.622004031301708,5471.0398607741945,5587
653,0,52,289,177,135,11.4763,10.902485,12.037539217518756,10.163928802485591,7579.3672917651775,7494
756,432,3,149,74,98,8.3981,7.978194999999999,8.177936038880024,8.186663945916905,6242.838623179629,6349
499,95,105,0,299,0,5.3747,5.105964999999999,5.841795580719594,5.61357572145407,2694.2334125788434,2682
456,198,169,10,46,33,7.7697,7.381215,7.992386010209878,7.546547909490981,3373.2480714186827,3543
1333,1269,36,9,0,19,5.4239,5.152704999999999,5.332672606492723,4.956713410433671,7462.043455768167,7230
994,651,0,17,209,117,5.496,5.2212000000000005,5.478230411707601,5.667045413286672,5392.45673734969,5463
917,649,179,89,0,0,7.1712,6.812639999999999,6.586085089382903,6.177768337435627,6424.289205154511,6576
933,528,162,171,12,60,8.3033,7.888135,8.587961783266174,7.817545393848149,7360.087978101078,7747
1554,1150,241,0,44,119,5.5508,5.27326,5.883006520171819,5.162914427770739,9262.59313901985,8626
114,0,0,114,0,0,26.5789,25.249955,26.677440973283705,27.497787151755997,3239.244028798903,3030
687,479,74,72,4,58,7.7525,7.364875,7.6834198258949264,7.124443082806726,5564.6107809910345,5326
454,64,0,335,55,0,15.5088,14.73336,14.010469226575896,15.230334203009518,6805.582659009509,7041
209,0,0,0,171,38,8.0909,7.686354999999999,8.837320949852009,7.274424457852814,1688.1235265550797,1691
929,872,0,57,0,0,6.3703,6.051785,6.140618086271817,6.2156539117153535,6210.918259113533,5918
281,0,0,202,62,17,16.7295,15.893025000000002,16.07375270599269,15.247579358718486,4869.9353997254575,4701
733,549,36,121,0,27,8.1514,7.74383,7.9282737844203215,7.907903039153592,5932.38551869036,5975
8,0,5,0,3,0,148.125,140.71875,160.00406801099,139.8999958934743,1126.5184569179194,1185
1261,657,358,137,64,45,7.0888,6.73436,6.570957601305569,7.160110246189891,9156.554456495736,8939
360,0,194,18,147,1,8.0139,7.613204999999999,8.274013662945215,7.192311485479051,3155.464012270334,2885
422,0,211,0,160,51,7.2915,6.926925,7.576917749308944,6.822665449243958,3188.9671198574897,3077
1111,1031,0,0,80,0,5.2205,4.959475,5.007147144382257,5.347157758631625,5562.688862313149,5800
538,14,177,80,201,66,8.2138,7.80311,8.705507366635107,8.54562694645424,4268.380292071565,4419
996,108,688,72,128,0,7.3042,6.93899,7.405081426210876,6.642063989604514,7239.363425845878,7275
904,0,189,208,448,59,7.6062,7.22589,7.907911278585439,7.057263323533931,6866.848419339361,6876
217,0,198,13,6,0,11.9862,11.38689,11.926803011476252,11.31451198220473,2656.2673739703664,2601
1571,543,592,168,268,0,6.6143,6.283585,6.5662778942878,6.026960446579131,11385.813883873963,10391
218,31,0,63,124,0,11.5459,10.968604999999998,11.981804996022346,9.975625791100745,2546.869598460797,2517
555,512,0,1,40,2,6.2883,5.973884999999999,6.466382352395274,5.646303072689405,3761.157820631173,3490
232,0,232,0,0,0,11.1552,10.59744,10.933528542836974,11.1680835077548,2629.2482979640617,2588
452,0,0,219,0,233,14.281,13.56695,14.863418219262762,12.821200118188218,6717.548924323033,6455
1328,792,319,0,152,65,5.5068,5.23146,5.733774511204246,5.490249218823141,7370.593168189496,7313
600,403,75,80,0,42,8.3467,7.929365,8.530248078681657,8.439906337685994,5369.379232247442,5008
1746,1022,176,78,104,366,6.2056,5.895319999999999,6.453767144414049,5.4866173684492345,11353.813186453985,10835
315,0,0,69,64,182,11.7746,11.18587,12.551719720485869,10.994509038589962,3826.335760938791,3709
465,0,174,219,0,72,13.6839,12.999705,12.539825328197786,12.777071510788945,6257.205718265462,6363
998,600,0,139,203,56,6.8116,6.47102,6.571705853253107,6.097832398900625,7134.261552511212,6798
468,369,0,54,0,45,8.5192,8.09324,8.347155891171408,8.827613794602565,4266.360639889193,3987
448,0,379,0,27,42,8.5848,8.15556,8.238478758355908,8.932560556348237,3891.50246027942,3846
482,170,134,178,0,0,11.7469,11.159555,11.576022230242412,12.058726602852811,6218.87982696967,5662
637,0,351,268,18,0,12.2041,11.593895,11.447404113261175,11.42486192567109,8455.374511681533,7774
417,0,0,104,218,95,9.3357,8.868915,8.854517336196297,9.71239162185976,4107.448243348229,3893
360,77,0,27,256,0,6.4722,6.14859,6.80058926064641,6.405173414923989,2361.7177659126028,2330
552,0,179,66,307,0,6.9275,6.581125,6.913703299520037,6.49683888027021,4034.3260568033984,3824
810,453,0,139,178,40,7.4049,7.034654999999999,7.391324892894658,6.9366525455002925,6231.13153880366,5998
1162,489,236,105,332,0,6.0301,5.728594999999999,5.61395377391489,5.224580256240335,6749.823964183893,7007
797,0,512,148,137,0,8.7553,8.317535,8.5719511695165,7.5494081755210525,6700.379108601966,6978
685,470,0,102,113,0,7.4029,7.032755,7.267158585846887,7.453689370530891,5517.167675598904,5071
654,256,243,12,36,107,7.3563,6.988485,7.754547976526592,6.670098879400697,5125.506694968598,4811
371,0,7,139,204,21,10.6604,10.12738,11.694911194597037,10.09985125895487,4238.967123331348,3955
16,0,0,0,0,16,79.125,75.16875,85.16273959904467,76.18192275344418,1229.8762949719503,1266
1111,430,157,103,314,107,6.2781,5.964195,6.1099740670977765,5.943160964279819,7157.80630880761,6975
265,0,89,174,0,2,17.3019,16.436805,16.54879375078538,15.901755487310618,4868.391462011324,4585
871,401,0,5,443,22,4.4087,4.188265,4.304684247106671,4.107918416574112,3694.868484068631,3840
429,0,344,0,0,85,9.0909,8.636355,9.720856457834415,8.00288561613795,4002.8497074148863,3900
1032,747,186,37,62,0,6.094,5.7893,5.585227210114766,5.74459686763449,6666.054069693997,6289
161,116,45,0,0,0,12.0373,11.435435,11.739419141323364,12.01244724974114,1897.029174517866,1938
768,22,317,53,275,101,6.8307,6.489165,6.373073654833066,6.349551090977741,5769.627003021135,5246
442,0,238,204,0,0,13.552,12.8744,13.146200897944688,13.822530639163077,5738.959295454841,5990
552,0,232,208,112,0,11.2174,10.656529999999998,11.20813596634365,10.56611197410453,6204.594201447175,6192
1481,956,184,164,165,12,6.4389,6.116955,6.001375154094435,6.488911282861237,9608.058396594695,9536
136,0,40,6,90,0,12.0294,11.42793,11.562192857002891,12.18255054435148,1568.6584237664538,1636
612,410,105,97,0,0,8.4967,8.071865,9.318509565026527,7.615701728219037,5505.346163201172,5200
396,0,207,176,0,13,13.7121,13.026495,12.728404345207096,13.509578192793285,5780.464133466249,5430
911,0,366,162,383,0,7.3381,6.971195,7.521264602671942,6.314038330281672,6414.797334309117,6685
365,0,0,261,30,74,16.5425,15.715375,17.82534887815589,16.955731704598048,6338.016995142845,6038
365,0,155,0,15,195,9.7288,9.24236,8.87755242622963,9.654797106701803,3836.750823314352,3551
259,0,184,52,0,23,12.7992,12.15924,13.43531190112995,12.772158715485151,3232.3207895137148,3315
762,456,86,220,0,0,9.5971,9.117245,9.099079821119838,8.316200880461524,7415.670827441303,7313
